timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping
189955549,189954494,2162698,2162698,5.6782674e-06,7.659178e-06,9.561355e-06,-0.0011652143,-0.001183215,-0.049074676,5018,5018,0
191456419,191455378,2162698,2162698,-1.981965e-05,1.2056994e-05,1.825431e-06,-0.00086799246,-0.000689256,-0.04895553,4993,4993,0
191956713,191955655,2162698,2162698,3.799956e-06,7.872311e-08,7.05203e-06,-0.001335445,-0.0011031961,-0.04902962,5003,5003,0
192456974,192455940,2162698,2162698,-7.695858e-05,1.8054438e-05,2.3930581e-05,-0.00096463435,-0.0014464685,-0.048855502,4985,4985,0
192957352,192956239,2162698,2162698,-4.0789353e-05,2.4383883e-06,2.6919724e-05,-0.0016501086,-0.0010974064,-0.049702585,5004,5004,0
193457634,193456528,2162698,2162698,2.4065437e-05,1.0969369e-05,1.2212679e-05,-0.0010041009,-0.0011794321,-0.048715096,5000,5000,0
194453202,194452115,2162698,2162698,0.00017873084,3.2218882e-06,-1.6677814e-05,-0.002247308,-0.00028231015,-0.04868343,4996,4996,0
194953511,194952420,2162698,2162698,0.00010221903,1.1059059e-05,1.702861e-05,-0.0015521985,-0.0017528964,-0.04901079,5008,5008,0
197454999,197453883,2162698,2162698,-1.9032346e-05,3.935285e-06,2.6129378e-06,-0.0010622549,-0.0011568848,-0.04892235,5003,5003,0
198455547,198454494,2162698,2162698,-8.980519e-06,-1.695789e-06,6.3039424e-06,-0.0012316612,-0.0010703576,-0.048865147,5005,5005,0
