timestamp,timestamp_sample,device_id,error_count,pressure,temperature
434398236,434398225,3997706,0,989.81,50.12
434508886,434508873,3997706,0,989.64996,50.09
434600460,434600449,3997706,0,989.8,50.07
434710994,434710983,3997706,0,989.83997,50.039997
434801458,434801447,3997706,0,989.72,50.02
434912954,434912936,3997706,0,989.63995,50.0
435003551,435003540,3997706,0,989.77997,49.969997
435114133,435114122,3997706,0,989.63,49.94
435205581,435205570,3997706,0,989.57996,49.93
435316192,435316181,3997706,0,989.69995,49.89
435406713,435406702,3997706,0,989.73,49.87
435507210,435507199,3997706,0,989.77997,49.84
435709345,435709334,3997706,0,989.73,49.789997
435810007,435809996,3997706,0,989.56,49.77
435911596,435911585,3997706,0,989.58997,49.739998
436012098,436012087,3997706,0,989.63,49.719997
436112707,436112696,3997706,0,989.64996,49.69
436214156,436214144,3997706,0,989.73,49.67
436314738,436314727,3997706,0,989.82,49.64
436415249,436415234,3997706,0,989.85,49.62
436516819,436516808,3997706,0,989.92,49.59
436617325,436617314,3997706,0,989.83997,49.57
436697755,436697744,3997706,0,989.68,49.539997
436809314,436809303,3997706,0,989.85,49.51
436899787,436899775,3997706,0,989.75,49.5
437010406,437010394,3997706,0,989.76996,49.469997
437100905,437100894,3997706,0,989.8,49.45
437212501,437212490,3997706,0,989.61,49.42
437302973,437302962,3997706,0,989.61,49.399998
437413565,437413554,3997706,0,989.69,49.37
437504962,437504950,3997706,0,989.51996,49.36
437615567,437615553,3997706,0,989.45996,49.329998
437706015,437705997,3997706,0,989.43,49.309998
437817723,437817712,3997706,0,989.25,49.28
437908165,437908153,3997706,0,989.27997,49.26
438018787,438018776,3997706,0,989.35,49.23
438110123,438110112,3997706,0,989.07,49.21
438210676,438210665,3997706,0,989.24,49.18
438311239,438311224,3997706,0,989.14996,49.17
438412868,438412857,3997706,0,989.18,49.14
438513416,438513405,3997706,0,989.16,49.12
438613910,438613896,3997706,0,989.11,49.09
438714457,438714446,3997706,0,989.18,49.07
438795951,438795940,3997706,0,988.88995,49.05
438906667,438906655,3997706,0,988.97,49.03
439017278,439017267,3997706,0,988.92,49.0
439118783,439118771,3997706,0,988.85,48.98
439199205,439199194,3997706,0,988.89996,48.96
439309845,439309834,3997706,0,988.99,48.93
439401253,439401242,3997706,0,988.92,48.91
439511866,439511855,3997706,0,988.95996,48.89
439602356,439602345,3997706,0,988.94,48.87
439714028,439714017,3997706,0,988.92,48.84
439804503,439804492,3997706,0,989.12,48.82
439915061,439915050,3997706,0,988.86,48.789997
440006489,440006478,3997706,0,988.89996,48.77
440117246,440117232,3997706,0,988.83997,48.739998
440207738,440207720,3997706,0,988.69995,48.73
440309364,440309349,3997706,0,988.75,48.7
440409898,440409887,3997706,0,988.69995,48.69
440510394,440510376,3997706,0,988.64996,48.66
440611960,440611948,3997706,0,988.79,48.649998
440712443,440712432,3997706,0,988.69995,48.629997
440812935,440812924,3997706,0,988.75995,48.61
440913461,440913450,3997706,0,988.79,48.59
441014979,441014968,3997706,0,988.8,48.579998
441115522,441115511,3997706,0,988.74,48.559998
441216057,441216046,3997706,0,988.82,48.55
441297633,441297622,3997706,0,988.81,48.539997
441408275,441408264,3997706,0,988.88995,48.52
441498859,441498848,3997706,0,988.88995,48.51
441610384,441610371,3997706,0,988.95996,48.5
441700901,441700890,3997706,0,988.97,48.489998
441811636,441811625,3997706,0,988.97,48.469997
441903018,441903007,3997706,0,989.08997,48.46
442013605,442013594,3997706,0,989.01996,48.45
442104060,442104047,3997706,0,989.24,48.44
442215763,442215749,3997706,0,989.36,48.42
442306178,442306166,3997706,0,989.64996,48.41
442416880,442416869,3997706,0,989.69995,48.399998
442508362,442508351,3997706,0,989.70996,48.379997
442608933,442608914,3997706,0,989.95996,48.35
442709460,442709446,3997706,0,989.98,48.34
442810929,442810918,3997706,0,990.00995,48.32
442911573,442911562,3997706,0,989.94995,48.3
443022156,443022145,3997706,0,989.88995,48.27
443113657,443113646,3997706,0,990.0,48.25
443214156,443214145,3997706,0,990.16,48.219997
443314685,443314674,3997706,0,989.94995,48.2
443416269,443416258,3997706,0,990.11,48.18
443516772,443516761,3997706,0,990.13,48.16
443617248,443617237,3997706,0,990.25,48.129997
443717799,443717779,3997706,0,990.25995,48.11
443819230,443819218,3997706,0,990.35,48.09
443909772,443909761,3997706,0,990.32,48.07
444000312,444000297,3997706,0,990.35,48.05
444112029,444112018,3997706,0,990.38995,48.02
444202504,444202493,3997706,0,990.43,48.0
444313080,444313069,3997706,0,990.33997,47.969997
444404633,444404622,3997706,0,990.37,47.96
444515238,444515227,3997706,0,990.33997,47.93
444605721,444605706,3997706,0,990.23,47.91
444707394,444707376,3997706,0,990.20996,47.89
444807918,444807907,3997706,0,990.18,47.87
444908464,444908453,3997706,0,990.06,47.84
445010022,445010010,3997706,0,990.11,47.829998
445110516,445110505,3997706,0,990.02997,47.809998
445211083,445211072,3997706,0,990.07996,47.78
445312558,445312546,3997706,0,990.01996,47.76
445413081,445413067,3997706,0,989.95996,47.75
445513626,445513615,3997706,0,989.89996,47.719997
445615131,445615120,3997706,0,989.88995,47.7
445715726,445715715,3997706,0,989.88995,47.67
445816288,445816273,3997706,0,989.93,47.66
445896730,445896719,3997706,0,989.88995,47.64
446008365,446008354,3997706,0,990.05,47.61
446098943,446098925,3997706,0,989.92,47.59
446210445,446210434,3997706,0,989.83997,47.57
446300935,446300921,3997706,0,989.86,47.55
446411564,446411553,3997706,0,989.93,47.52
446502027,446502012,3997706,0,989.85,47.5
446613669,446613658,3997706,0,989.98,47.48
446704112,446704101,3997706,0,989.98,47.46
446814763,446814752,3997706,0,990.05,47.43
446906121,446906110,3997706,0,990.04,47.42
447006675,447006664,3997706,0,989.94,47.379997
447107344,447107324,3997706,0,990.07996,47.37
447208935,447208924,3997706,0,990.1,47.34
447309519,447309508,3997706,0,990.0,47.32
447410008,447409997,3997706,0,989.95996,47.3
447511473,447511459,3997706,0,990.06,47.28
447612033,447612022,3997706,0,990.04,47.25
447712615,447712604,3997706,0,990.08997,47.23
447814101,447814090,3997706,0,990.0,47.21
447914608,447914583,3997706,0,990.16,47.19
448015120,448015109,3997706,0,990.06,47.16
448115625,448115614,3997706,0,990.17,47.149998
448196973,448196962,3997706,0,990.01996,47.129997
448307655,448307644,3997706,0,990.07996,47.1
448398289,448398274,3997706,0,990.08997,47.079998
448509905,448509894,3997706,0,990.04,47.059998
448600389,448600373,3997706,0,990.14996,47.039997
448710943,448710932,3997706,0,990.13,47.01
448802370,448802359,3997706,0,990.26996,47.0
448913004,448912990,3997706,0,990.13,46.969997
449003433,449003419,3997706,0,990.3,46.95
449114926,449114915,3997706,0,990.16,46.92
449205363,449205352,3997706,0,990.24,46.899998
449315924,449315913,3997706,0,990.35,46.879997
449508063,449508052,3997706,0,990.14996,46.84
449608634,449608623,3997706,0,990.33997,46.82
449710247,449710236,3997706,0,990.13995,46.789997
449810804,449810790,3997706,0,990.22,46.78
449911347,449911336,3997706,0,990.18,46.75
450012829,450012818,3997706,0,990.33997,46.73
450113275,450113261,3997706,0,990.13,46.7
450213880,450213869,3997706,0,990.25995,46.69
450314410,450314399,3997706,0,990.19,46.66
450415950,450415939,3997706,0,990.36,46.649998
450516458,450516447,3997706,0,990.18,46.62
450606975,450606964,3997706,0,990.25,46.6
450698559,450698548,3997706,0,990.16,46.59
450899660,450899645,3997706,0,990.25995,46.539997
451011328,451011317,3997706,0,990.20996,46.52
451101810,451101799,3997706,0,990.24,46.5
451212360,451212349,3997706,0,990.19,46.469997
451303798,451303787,3997706,0,990.3,46.45
451414457,451414446,3997706,0,990.13,46.43
451504957,451504946,3997706,0,990.25995,46.41
451616596,451616585,3997706,0,990.23,46.39
451707046,451707035,3997706,0,990.23,46.37
451807561,451807550,3997706,0,990.35,46.35
451909118,451909106,3997706,0,990.25995,46.329998
452110245,452110234,3997706,0,990.25995,46.289997
452211984,452211970,3997706,0,990.50995,46.26
452312504,452312493,3997706,0,990.20996,46.25
452413069,452413058,3997706,0,990.39996,46.219997
452514496,452514485,3997706,0,990.25995,46.19
452615006,452614995,3997706,0,990.37,46.17
452715697,452715686,3997706,0,990.22,46.149998
452797075,452797061,3997706,0,990.33997,46.129997
452917756,452917745,3997706,0,990.17,46.11
452998170,452998159,3997706,0,990.39996,46.1
453109869,453109858,3997706,0,990.51996,46.07
453200409,453200398,3997706,0,990.44,46.059998
453311079,453311068,3997706,0,990.37,46.03
453402565,453402554,3997706,0,990.41,46.01
453513122,453513111,3997706,0,990.41,45.98
453603649,453603638,3997706,0,990.3,45.969997
453715124,453715113,3997706,0,990.42,45.94
453906296,453906285,3997706,0,990.50995,45.91
454007803,454007792,3997706,0,990.31,45.89
454108354,454108343,3997706,0,990.43,45.86
454208947,454208932,3997706,0,990.44995,45.85
454310460,454310449,3997706,0,990.49,45.829998
454511582,454511571,3997706,0,990.44,45.78
454612956,454612945,3997706,0,990.67,45.77
454713508,454713497,3997706,0,990.38,45.739998
454814074,454814063,3997706,0,990.58997,45.73
454914602,454914591,3997706,0,990.52997,45.71
455016182,455016171,3997706,0,990.52997,45.69
455116746,455116735,3997706,0,990.61,45.66
455207288,455207277,3997706,0,990.66,45.64
455298779,455298768,3997706,0,990.66,45.629997
455419332,455419321,3997706,0,990.57,45.6
455519877,455519866,3997706,0,990.51996,45.579998
455611371,455611357,3997706,0,990.6,45.559998
455701889,455701870,3997706,0,990.76996,45.55
455812519,455812508,3997706,0,990.68,45.52
455904090,455904079,3997706,0,990.77997,45.51
456014678,456014667,3997706,0,990.62,45.48
456105112,456105100,3997706,0,990.83997,45.469997
456216630,456216618,3997706,0,990.75,45.45
456307126,456307115,3997706,0,990.94995,45.43
456407669,456407658,3997706,0,991.0,45.41
456509223,456509212,3997706,0,991.02997,45.39
456619775,456619764,3997706,0,990.91,45.37
456710315,456710301,3997706,0,990.99,45.35
456811711,456811699,3997706,0,991.07996,45.329998
456912342,456912331,3997706,0,991.16,45.309998
457012935,457012924,3997706,0,991.27997,45.289997
457114676,457114662,3997706,0,991.19,45.27
457215203,457215192,3997706,0,991.44995,45.25
457315719,457315708,3997706,0,991.33997,45.23
457417218,457417204,3997706,0,991.32,45.219997
457517693,457517682,3997706,0,991.52997,45.2
457598108,457598097,3997706,0,991.32,45.18
457719777,457719766,3997706,0,991.38,45.16
457820270,457820258,3997706,0,991.51996,45.14
457910758,457910747,3997706,0,991.45996,45.12
458001175,458001164,3997706,0,991.47,45.11
458112820,458112809,3997706,0,991.35,45.09
458203334,458203323,3997706,0,991.42,45.079998
458314043,458314028,3997706,0,991.33997,45.05
458405578,458405567,3997706,0,991.50995,45.039997
458516146,458516135,3997706,0,991.37,45.02
458606588,458606577,3997706,0,991.31,45.01
458708004,458707993,3997706,0,991.33997,44.989998
458808518,458808507,3997706,0,991.19,44.969997
