timestamp,indicated_airspeed_m_s,true_airspeed_m_s,air_temperature_celsius,confidence
14124357,-2.2852404,-2.3466158,26.959318,1.0
14135201,-2.3308303,-2.3934755,26.970753,1.0
14146148,-2.376645,-2.4405572,26.976469,1.0
14156984,-2.4218504,-2.4869425,26.967894,1.0
14200349,-2.6059275,-2.6757627,26.923588,1.0
14211290,-2.6515577,-2.7228105,26.966465,1.0
14222165,-2.6906223,-2.7628918,26.959318,1.0
14243675,-2.7452521,-2.8189175,26.947886,1.0
14254425,-2.7639098,-2.838029,26.93788,1.0
14265187,-2.7775226,-2.852122,26.962177,1.0
14297747,-2.7899866,-2.864764,26.929304,1.0
14308783,-2.7830813,-2.8578143,26.953602,1.0
14319539,-2.773781,-2.8481624,26.932163,1.0
14341172,-2.7721481,-2.8465605,26.947886,1.0
14351935,-2.7800138,-2.8546515,26.946455,1.0
14362737,-2.7923675,-2.8673096,26.940739,1.0
14395256,-2.856395,-2.9330137,26.932163,1.0
14406195,-2.8849797,-2.9625342,26.967894,1.0
14416960,-2.9119465,-2.9901407,26.950743,1.0
14438829,-2.9573343,-3.0367253,26.946455,1.0
14449620,-2.9769466,-3.056864,26.946455,1.0
14482219,-3.045047,-3.1268475,26.962177,1.0
14492974,-3.0669818,-3.1491613,26.92216,1.0
14503745,-3.090748,-3.1737456,26.95646,1.0
14525307,-3.1503367,-3.23475,26.920729,1.0
14536263,-3.181333,-3.2667952,26.960749,1.0
14547026,-3.211213,-3.2974303,26.952173,1.0
14568787,-3.2691054,-3.3567426,26.92216,1.0
14579565,-3.2974877,-3.3858938,26.923588,1.0
14590336,-3.3224866,-3.4117663,26.959318,1.0
14644586,-3.4053147,-3.496686,26.93931,1.0
14655371,-3.421457,-3.513253,26.93788,1.0
14687962,-3.471419,-3.5644956,26.929304,1.0
14698849,-3.4883301,-3.5819626,26.946455,1.0
14709598,-3.5030396,-3.5970323,26.940739,1.0
14720384,-3.5124116,-3.6066217,26.935022,1.0
14731346,-3.5160155,-3.6102629,26.92216,1.0
14742094,-3.5144963,-3.6088748,26.950743,1.0
14774655,-3.4924414,-3.5861251,26.933592,1.0
14785424,-3.4832516,-3.5766401,26.91787,1.0
14796399,-3.472498,-3.5657253,26.93931,1.0
14807177,-3.463595,-3.5564566,26.91787,1.0
14818039,-3.456514,-3.549287,26.935022,1.0
14828912,-3.4495382,-3.542023,26.91787,1.0
14861396,-3.4228876,-3.5147047,26.936451,1.0
14872157,-3.4105854,-3.5019474,26.915012,1.0
14882952,-3.4010057,-3.492211,26.932163,1.0
14904718,-3.3921907,-3.4832058,26.93788,1.0
14915490,-3.386978,-3.4777288,26.916441,1.0
14926482,-3.3808196,-3.4713974,26.915012,1.0
14969788,-3.35538,-3.445298,26.913584,1.0
14980551,-3.3462093,-3.436021,26.93788,1.0
14991454,-3.3396337,-3.4291544,26.91787,1.0
15002241,-3.335714,-3.4251583,26.92216,1.0
